%
% Commandline
%
% weka.datagenerators.classifiers.classification.RDG1 -r weka.datagenerators.classifiers.classification.RDG1-S_25_-n_1600_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10 -S 25 -n 1600 -a 100 -c 2 -N 100 -I 0 -M 1 -R 10
%
@relation weka.datagenerators.classifiers.classification.RDG1-S_25_-n_1600_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 {false,true}
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {c0,c1}

@data
0.545213,0.974129,0.29088,0.052913,0.940504,0.442291,0.356831,0.458798,0.860008,0.147415,0.90647,0.771056,0.248318,0.539061,0.530544,0.404878,0.221291,0.146031,0.341833,0.882358,0.102553,0.821016,0.396738,0.297181,0.246196,0.143558,0.02555,0.434274,0.362586,0.651643,0.470501,false,0.717574,0.670884,0.087086,0.551567,0.884941,0.515118,0.376913,0.075028,0.697737,0.743389,0.289214,0.34518,0.666243,0.975672,0.553395,0.665308,0.408621,0.493309,0.286427,0.58118,0.574847,0.480033,0.756568,0.149363,0.335399,0.295573,0.978875,0.910552,0.753187,0.616224,0.768141,0.900845,0.260573,0.625391,0.981341,0.710625,0.022874,0.692009,0.944372,0.683741,0.185578,0.135868,0.476813,0.838917,0.874563,0.746254,0.503625,0.990846,0.346932,0.693944,0.974163,0.850171,0.874644,0.356501,0.696555,0.589563,0.783959,0.36291,0.739469,0.477372,0.570754,0.856016,0.253455,0.700827,0.165117,0.569818,0.920521,0.427519,c1
0.361893,0.239566,0.885602,0.985202,0.121153,0.579477,0.661385,0.402236,0.100731,0.878013,0.858416,0.307047,0.303312,0.350452,0.604155,0.793392,0.495259,0.847555,0.680775,0.396663,0.459417,0.491452,0.599121,0.146159,0.743183,0.23852,0.104925,0.558592,0.778976,0.855978,0.239003,true,0.032514,0.022552,0.05461,0.359611,0.268901,0.39346,0.232836,0.061136,0.117348,0.506081,0.13086,0.553345,0.862398,0.345068,0.248082,0.502149,0.792878,0.234297,0.701582,0.835274,0.499352,0.477917,0.065079,0.497579,0.226663,0.83391,0.844478,0.728896,0.760249,0.470946,0.938317,0.076223,0.3532,0.53296,0.662835,0.153843,0.885646,0.815743,0.309117,0.372962,0.788812,0.345988,0.743699,0.476715,0.263239,0.845615,0.264197,0.736881,0.973894,0.162818,0.777991,0.095434,0.714548,0.756168,0.384696,0.367039,0.499551,0.229254,0.612061,0.857876,0.163259,0.730685,0.880169,0.40167,0.825649,0.757965,0.250249,0.865582,c0
0.120013,0.825604,0.220783,0.490082,0.068552,0.660463,0.798422,0.418103,0.292311,0.7194,0.284776,0.724002,0.640454,0.962785,0.846298,0.878977,0.650322,0.311856,0.87939,0.092783,0.348963,0.163126,0.833202,0.531213,0.768094,0.192268,0.514993,0.525891,0.997101,0.047748,0.544933,false,0.134841,0.328381,0.491517,0.113327,0.943358,0.189218,0.489251,0.16879,0.355299,0.026587,0.817037,0.111316,0.241655,0.955828,0.998688,0.504319,0.007622,0.214198,0.47626,0.470261,0.651735,0.196611,0.80241,0.745507,0.897081,0.563342,0.599712,0.71701,0.883252,0.746491,0.242924,0.082563,0.693869,0.225993,0.334401,0.273468,0.686851,0.146087,0.563398,0.931739,0.193272,0.199688,0.466741,0.543576,0.655507,0.220715,0.941374,0.796633,0.686504,0.593445,0.098511,0.350691,0.849421,0.41311,0.194676,0.48966,0.180473,0.313421,0.926638,0.557405,0.607734,0.014403,0.335264,0.170721,0.454771,0.937841,0.927583,0.949828,c1
0.160357,0.687883,0.396841,0.910109,0.194164,0.800727,0.497107,0.718363,0.903193,0.930079,0.211978,0.732666,0.684862,0.553962,0.346203,0.117016,0.450025,0.363685,0.064547,0.350246,0.812853,0.727213,0.703975,0.133263,0.824369,0.006868,0.393243,0.039495,0.352583,0.055255,0.628244,false,0.404546,0.913486,0.971964,0.371988,0.784257,0.592219,0.474656,0.635125,0.485285,0.828748,0.242853,0.753752,0.128048,0.882291,0.825094,0.330267,0.569116,0.754846,0.72776,0.981215,0.533503,0.706414,0.426143,0.288204,0.750841,0.571094,0.693919,0.270596,0.612401,0.174495,0.93842,0.323484,0.80837,0.103098,0.499622,0.467778,0.753378,0.182672,0.547534,0.318812,0.86319,0.285498,0.295656,0.395696,0.906574,0.505162,0.737456,0.265697,0.723768,0.312805,0.008307,0.546268,0.576595,0.040224,0.777092,0.971916,0.275142,0.922869,0.779692,0.573895,0.012073,0.979759,0.720826,0.51782,0.528014,0.207506,0.291216,0.297578,c0
0.830096,0.922101,0.973828,0.79351,0.190597,0.594817,0.645919,0.168659,0.563798,0.197499,0.722898,0.698911,0.876511,0.897735,0.735512,0.411243,0.871389,0.92585,0.783627,0.838787,0.312015,0.573318,0.267868,0.29231,0.394895,0.576199,0.66467,0.794717,0.15584,0.587333,0.88076,false,0.506911,0.047534,0.899891,0.30607,0.294916,0.528658,0.017618,0.687036,0.433629,0.540426,0.949184,0.942007,0.729275,0.868028,0.491099,0.086499,0.492428,0.739016,0.218728,0.096541,0.409403,0.505662,0.910235,0.156685,0.432308,0.072916,0.001478,0.388688,0.639329,0.002303,0.396953,0.462369,0.115457,0.078519,0.388659,0.799742,0.90873,0.138199,0.267744,0.049341,0.028216,0.129278,0.453057,0.129699,0.267331,0.69455,0.606261,0.419298,0.359733,0.054471,0.254868,0.604864,0.60489,0.601974,0.902629,0.290678,0.636593,0.41598,0.470912,0.718684,0.450032,0.850493,0.185249,0.852478,0.151692,0.46263,0.697972,0.637811,c1
0.151238,0.805598,0.320871,0.468094,0.675643,0.031609,0.731054,0.755455,0.553243,0.824904,0.408729,0.036187,0.188999,0.916494,0.367334,0.224045,0.532148,0.31994,0.444507,0.465637,0.623566,0.471429,0.536592,0.549225,0.002509,0.657594,0.679927,0.971599,0.851095,0.470981,0.808896,true,0.259698,0.545757,0.353731,0.149696,0.407629,0.495197,0.580331,0.45763,0.770808,0.797684,0.719847,0.035379,0.691788,0.359405,0.487549,0.413602,0.777386,0.619613,0.548516,0.605489,0.62527,0.358282,0.851914,0.401533,0.323281,0.816166,0.526162,0.429049,0.013862,0.343724,0.204039,0.992228,0.570877,0.558072,0.22978,0.424318,0.097221,0.906052,0.189482,0.055599,0.519002,0.606733,0.601639,0.929142,0.025728,0.178072,0.406391,0.080917,0.485788,0.140175,0.100065,0.541619,0.252677,0.031545,0.975873,0.214665,0.969769,0.574901,0.952094,0.438137,0.0801,0.685569,0.895877,0.348002,0.752492,0.028197,0.18377,0.125782,c1
0.846487,0.996426,0.479356,0.835885,0.35593,0.315403,0.35388,0.836174,0.494705,0.948418,0.427511,0.679872,0.217966,0.62669,0.166893,0.017756,0.508378,0.115219,0.338882,0.256649,0.199243,0.277874,0.390901,0.63355,0.455023,0.111281,0.705072,0.924288,0.284658,0.179799,0.756321,false,0.624214,0.302822,0.693884,0.088298,0.592765,0.92081,0.761165,0.923994,0.49906,0.29793,0.27066,0.559478,0.056398,0.606866,0.55864,0.94485,0.049279,0.985307,0.458591,0.285609,0.387768,0.853808,0.352864,0.13873,0.084148,0.141192,0.788789,0.789022,0.19133,0.576315,0.978487,0.692066,0.153602,0.873996,0.240892,0.892066,0.337697,0.468094,0.589984,0.101315,0.735784,0.426164,0.225001,0.562508,0.96188,0.317812,0.636419,0.905964,0.6993,0.102822,0.40571,0.960907,0.699146,0.555325,0.547445,0.883262,0.278489,0.346712,0.419021,0.021974,0.021754,0.672713,0.80633,0.661728,0.049963,0.22897,0.782927,0.151964,c0
0.789877,0.414676,0.335784,0.960438,0.648713,0.875257,0.552436,0.874132,0.379968,0.882792,0.372384,0.911146,0.212065,0.596797,0.519827,0.504269,0.003863,0.948207,0.255351,0.170254,0.789754,0.745832,0.010909,0.188372,0.081907,0.617247,0.805489,0.777679,0.208408,0.565039,0.578075,true,0.783364,0.244515,0.220049,0.969625,0.128723,0.550432,0.140923,0.120547,0.097421,0.737989,0.659301,0.402321,0.2836,0.097291,0.37523,0.610922,0.048036,0.150657,0.950605,0.493721,0.135536,0.448634,0.401058,0.062541,0.915944,0.303216,0.085752,0.840234,0.441553,0.215777,0.070781,0.753809,0.581069,0.332369,0.437363,0.915488,0.463929,0.990506,0.407796,0.717615,0.348652,0.309258,0.870121,0.508169,0.815029,0.818395,0.996725,0.610722,0.872356,0.322551,0.17262,0.605966,0.174516,0.552797,0.375862,0.601535,0.037645,0.67072,0.485623,0.682659,0.367205,0.359046,0.732668,0.858255,0.918698,0.058047,0.652484,0.595369,c1
0.539872,0.8884,0.453088,0.469487,0.172168,0.938885,0.667544,0.549009,0.42527,0.891244,0.32546,0.879294,0.481033,0.404698,0.648267,0.834966,0.93165,0.289108,0.44982,0.168765,0.911856,0.258421,0.006894,0.301048,0.546063,0.975005,0.153362,0.766097,0.298703,0.170674,0.747411,true,0.289724,0.861642,0.462847,0.417245,0.017018,0.062347,0.063598,0.791682,0.213727,0.947021,0.934743,0.499158,0.760744,0.108099,0.663943,0.651751,0.673371,0.416967,0.893863,0.007639,0.185942,0.005299,0.499216,0.234209,0.86941,0.054114,0.381308,0.801854,0.534221,0.402942,0.81846,0.304504,0.394477,0.472882,0.362463,0.93753,0.59924,0.635066,0.7292,0.454433,0.772986,0.949968,0.99586,0.170866,0.649576,0.153204,0.687647,0.487791,0.232779,0.869898,0.013667,0.965189,0.171223,0.30241,0.59467,0.193545,0.196811,0.055147,0.51459,0.582392,0.543024,0.335373,0.423328,0.713542,0.233139,0.500392,0.719979,0.091174,c1
0.008302,0.80917,0.553734,0.961795,0.451513,0.280391,0.493901,0.374132,0.555971,0.759171,0.241044,0.802374,0.584842,0.651051,0.677976,0.465708,0.574426,0.294643,0.892334,0.942938,0.243808,0.613195,0.541757,0.803058,0.391464,0.510574,0.078167,0.750929,0.082933,0.458581,0.899422,false,0.063548,0.860249,0.454618,0.44947,0.866349,0.067669,0.693574,0.778966,0.027674,0.38312,0.02154,0.399994,0.671584,0.978716,0.096924,0.734379,0.479127,0.432479,0.392856,0.428634,0.719612,0.497678,0.432635,0.27381,0.588414,0.797494,0.004654,0.403405,0.569487,0.368495,0.464113,0.804637,0.920649,0.364115,0.436872,0.519216,0.665803,0.773263,0.855032,0.90681,0.670676,0.709395,0.27435,0.99773,0.477287,0.681828,0.850355,0.270911,0.577198,0.273748,0.183024,0.15912,0.714803,0.820348,0.479153,0.205353,0.629217,0.005686,0.12706,0.072735,0.367035,0.778334,0.829996,0.54478,0.928041,0.623557,0.902695,0.243723,c0
0.542146,0.02372,0.199687,0.041665,0.318159,0.888821,0.414569,0.042629,0.353684,0.845475,0.16614,0.573169,0.650254,0.535388,0.370336,0.835011,0.339021,0.493301,0.886164,0.745269,0.789633,0.749561,0.319321,0.018094,0.148607,0.033953,0.168952,0.726198,0.733374,0.345101,0.211026,false,0.494312,0.693688,0.126034,0.391226,0.449444,0.02796,0.899243,0.779092,0.595152,0.706405,0.4485,0.11081,0.301091,0.395202,0.26757,0.228935,0.608665,0.936985,0.612261,0.764152,0.169779,0.562646,0.90211,0.048453,0.786227,0.79937,0.562123,0.810182,0.639957,0.565764,0.487124,0.081764,0.340589,0.238914,0.67547,0.498018,0.858933,0.92837,0.349437,0.566252,0.263912,0.798536,0.056329,0.548914,0.935141,0.043616,0.827355,0.315409,0.584586,0.038204,0.4606,0.891738,0.988078,0.261845,0.389903,0.464957,0.801109,0.827278,0.403231,0.284008,0.213203,0.82982,0.682132,0.239306,0.481314,0.279261,0.248115,0.900525,c0
0.575056,0.075862,0.922307,0.445363,0.265219,0.348463,0.331507,0.221616,0.99191,0.485434,0.326742,0.650728,0.759783,0.358128,0.41972,0.803041,0.125205,0.561692,0.488054,0.253309,0.063851,0.97955,0.051897,0.759578,0.137074,0.615548,0.882648,0.899391,0.911573,0.431711,0.568632,false,0.029218,0.879761,0.933173,0.957175,0.672562,0.920963,0.877227,0.855739,0.426428,0.591602,0.30177,0.002844,0.697098,0.590302,0.254363,0.754486,0.918029,0.938614,0.339864,0.526157,0.74463,0.497747,0.736966,0.322047,0.320527,0.011995,0.870298,0.312632,0.483888,0.393372,0.902048,0.443215,0.474739,0.162158,0.727582,0.209326,0.302856,0.314507,0.086313,0.544431,0.44069,0.400961,0.732042,0.231251,0.916912,0.268652,0.346295,0.370036,0.203561,0.745184,0.023647,0.21547,0.513399,0.523626,0.70982,0.12846,0.25396,0.645737,0.931305,0.479875,0.420922,0.27449,0.519572,0.090363,0.655807,0.897173,0.803387,0.193714,c0
0.54164,0.706766,0.919539,0.970789,0.465106,0.672006,0.475293,0.416868,0.03484,0.725494,0.785124,0.677334,0.612898,0.574382,0.299809,0.014925,0.99008,0.869648,0.647705,0.25638,0.615654,0.857628,0.916056,0.907081,0.078167,0.181452,0.414418,0.11942,0.726415,0.200211,0.182809,false,0.418269,0.050118,0.933951,0.881503,0.389943,0.684643,0.951959,0.24192,0.149427,0.29954,0.709125,0.393827,0.115169,0.873853,0.607908,0.572292,0.444761,0.039486,0.307048,0.802526,0.128222,0.129565,0.54868,0.610209,0.956642,0.049799,0.267625,0.715664,0.419314,0.56722,0.034516,0.40244,0.931112,0.717156,0.561187,0.810479,0.04677,0.291949,0.079749,0.619822,0.47984,0.793908,0.896054,0.462905,0.811481,0.810161,0.313734,0.931811,0.747892,0.498531,0.426779,0.231402,0.665053,0.761245,0.98661,0.370101,0.965589,0.727228,0.663874,0.277128,0.464952,0.363947,0.545685,0.388353,0.622747,0.396199,0.635798,0.052477,c1
