%
% Commandline
%
% weka.datagenerators.classifiers.classification.RDG1 -r weka.datagenerators.classifiers.classification.RDG1-S_47_-n_200_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10 -S 47 -n 200 -a 100 -c 2 -N 100 -I 0 -M 1 -R 10
%
@relation weka.datagenerators.classifiers.classification.RDG1-S_47_-n_200_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 {false,true}
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {c0,c1}

@data
0.370261,0.892487,0.191724,0.502873,0.915086,0.068696,0.289853,0.566135,0.380478,0.400092,0.106433,0.69018,0.205875,0.903671,0.04809,0.469845,0.609597,0.974117,0.766947,0.37294,0.694732,0.998317,0.766559,0.993267,0.694988,0.999615,0.296333,0.122658,0.889242,0.342748,0.921069,0.003505,0.530878,0.855544,0.797742,0.401584,0.861647,0.204955,0.743431,0.073545,0.909664,0.002679,0.636294,0.79426,0.307297,0.909541,0.555739,false,0.807072,0.95806,0.338465,0.857043,0.522357,0.419006,0.903795,0.148819,0.174478,0.800502,0.784735,0.542636,0.789043,0.987127,0.79044,0.728962,0.351633,0.101711,0.6213,0.406667,0.906666,0.403932,0.559585,0.296143,0.463098,0.42752,0.06662,0.053347,0.856782,0.601838,0.231719,0.098591,0.411671,0.803791,0.538582,0.527222,0.840704,0.642452,0.341675,0.078909,0.332068,0.791513,0.77806,0.608073,0.177684,0.353587,0.579436,0.620056,0.618158,0.065611,0.394661,0.215979,c0
0.158515,0.398817,0.781094,0.522427,0.797506,0.265952,0.986664,0.169135,0.469842,0.451649,0.812348,0.865453,0.84925,0.852786,0.529026,0.699338,0.864049,0.133744,0.782814,0.26711,0.167793,0.957254,0.210032,0.517118,0.945365,0.139099,0.188838,0.778592,0.238237,0.410708,0.562134,0.251954,0.063473,0.509727,0.460325,0.601126,0.348124,0.261093,0.8027,0.058868,0.103948,0.159749,0.66263,0.632963,0.327003,0.721013,0.444511,true,0.822457,0.525765,0.739286,0.335041,0.527021,0.454981,0.800602,0.36815,0.929762,0.081793,0.815094,0.466084,0.876585,0.569116,0.527981,0.863508,0.384536,0.707044,0.329108,0.487938,0.089102,0.916569,0.604765,0.490283,0.601042,0.144831,0.017048,0.69191,0.358844,0.581981,0.385249,0.408082,0.528696,0.040879,0.012665,0.346897,0.125976,0.65822,0.627457,0.928378,0.810549,0.299324,0.587602,0.420084,0.742747,0.67871,0.637691,0.743665,0.47772,0.744687,0.299271,0.671,c0
0.122922,0.318616,0.926618,0.399104,0.886812,0.328087,0.566282,0.169704,0.706435,0.228167,0.021425,0.682443,0.857332,0.365997,0.940952,0.539879,0.321344,0.111403,0.32857,0.857991,0.216164,0.549808,0.598434,0.477636,0.775073,0.413631,0.191662,0.920432,0.206111,0.714485,0.811987,0.346781,0.257012,0.230855,0.539007,0.294256,0.465544,0.604603,0.433919,0.901351,0.884476,0.304484,0.765339,0.65458,0.536192,0.12604,0.651745,false,0.974077,0.214578,0.742276,0.795166,0.106091,0.821601,0.539075,0.916292,0.870521,0.134927,0.102035,0.719386,0.444745,0.55887,0.170784,0.885901,0.414877,0.763241,0.188924,0.379934,0.737511,0.668556,0.32197,0.207779,0.384339,0.289727,0.323163,0.743066,0.276243,0.021627,0.020252,0.933801,0.485518,0.517342,0.271539,0.103137,0.713236,0.783499,0.470933,0.857436,0.733288,0.496999,0.069452,0.823236,0.835495,0.833576,0.124552,0.548954,0.297234,0.291004,0.588865,0.927676,c0
0.566352,0.088411,0.906368,0.924157,0.147705,0.728016,0.4967,0.222141,0.15148,0.21678,0.877298,0.647384,0.083537,0.262798,0.498203,0.867261,0.736317,0.484934,0.845846,0.9196,0.973444,0.30405,0.009817,0.581399,0.791948,0.720332,0.700551,0.452327,0.293139,0.623602,0.656088,0.898429,0.096457,0.632114,0.482483,0.678213,0.290191,0.710246,0.235142,0.15629,0.228806,0.97661,0.467331,0.499018,0.358664,0.181491,0.047254,false,0.782243,0.306167,0.776592,0.121789,0.455563,0.616526,0.73105,0.569568,0.754292,0.28956,0.287418,0.784019,0.641128,0.423657,0.001871,0.814622,0.82035,0.842287,0.860626,0.418557,0.074987,0.605526,0.936828,0.584807,0.447916,0.555019,0.156429,0.559067,0.05022,0.53536,0.701075,0.448454,0.058497,0.158481,0.557394,0.036798,0.897359,0.107562,0.859845,0.399281,0.694199,0.013064,0.968177,0.269464,0.840344,0.875908,0.670767,0.882237,0.896068,0.861429,0.51156,0.192999,c1
0.136487,0.04263,0.000998,0.956369,0.751178,0.332393,0.390312,0.136989,0.082454,0.411677,0.763705,0.520503,0.315518,0.934384,0.434427,0.194533,0.718314,0.669431,0.018432,0.777497,0.869705,0.526734,0.103244,0.887349,0.31167,0.606151,0.129866,0.362875,0.714551,0.507101,0.962001,0.176873,0.953922,0.141438,0.629556,0.813606,0.463517,0.203295,0.902346,0.122156,0.85067,0.266999,0.675099,0.302804,0.039088,0.207795,0.626331,true,0.138316,0.269984,0.251329,0.816158,0.830095,0.643234,0.163437,0.835437,0.308867,0.850187,0.50805,0.195834,0.717016,0.597132,0.440137,0.951351,0.574993,0.994386,0.878828,0.727667,0.922298,0.214166,0.171551,0.574675,0.757364,0.72111,0.87538,0.197402,0.892711,0.184248,0.594714,0.313287,0.526288,0.0591,0.702104,0.591766,0.670784,0.614701,0.812982,0.746383,0.079698,0.872767,0.085252,0.87017,0.462348,0.524807,0.771124,0.03177,0.589505,0.397906,0.961313,0.482799,c0
0.357208,0.451014,0.130613,0.566206,0.998355,0.600963,0.919105,0.560886,0.409994,0.90108,0.564661,0.249559,0.998824,0.725127,0.54013,0.954951,0.538203,0.64544,0.242523,0.153559,0.277071,0.636537,0.031712,0.546776,0.944477,0.084066,0.522602,0.645949,0.352996,0.833875,0.797447,0.510907,0.020141,0.177113,0.123885,0.270787,0.598918,0.234632,0.839513,0.451467,0.937037,0.677632,0.295242,0.935702,0.268817,0.101332,0.137347,true,0.384678,0.654619,0.752128,0.206871,0.620164,0.720984,0.397237,0.430445,0.159763,0.544697,0.4002,0.762509,0.460376,0.701059,0.817362,0.576134,0.565077,0.220698,0.1154,0.305648,0.699919,0.995253,0.762794,0.626041,0.824808,0.815439,0.100021,0.486985,0.744097,0.022341,0.495014,0.324631,0.973315,0.288963,0.584297,0.63858,0.805561,0.491379,0.350459,0.391947,0.924381,0.977534,0.893044,0.369195,0.469553,0.796558,0.012636,0.709423,0.677969,0.612659,0.146879,0.322037,c1
0.093943,0.094971,0.772335,0.787265,0.871531,0.54843,0.117562,0.645709,0.876062,0.43059,0.920472,0.689158,0.132884,0.185451,0.006971,0.979125,0.668383,0.517726,0.668091,0.840092,0.941699,0.829649,0.169262,0.001194,0.875071,0.047253,0.23806,0.393093,0.956622,0.474238,0.045735,0.846038,0.011433,0.628883,0.022988,0.080626,0.015065,0.243121,0.831938,0.93453,0.75831,0.732766,0.953898,0.726466,0.262697,0.484011,0.646538,false,0.593426,0.243704,0.474185,0.843809,0.119664,0.749551,0.221497,0.519459,0.331739,0.49125,0.763389,0.995407,0.040579,0.154723,0.383084,0.369388,0.156816,0.868987,0.105322,0.841507,0.275292,0.848812,0.843238,0.059774,0.97527,0.406254,0.545067,0.051378,0.087496,0.590214,0.070842,0.544274,0.176286,0.905613,0.229391,0.504208,0.138186,0.662378,0.262413,0.139025,0.128269,0.509323,0.075104,0.455143,0.991002,0.619144,0.68175,0.690305,0.994644,0.808122,0.659883,0.592263,c1
0.946493,0.597779,0.888075,0.564766,0.700842,0.855582,0.480104,0.160269,0.662334,0.187973,0.622193,0.263015,0.134498,0.701321,0.970216,0.576654,0.266516,0.095094,0.3702,0.707332,0.910902,0.306365,0.928168,0.216163,0.920554,0.085967,0.874277,0.504302,0.285717,0.953922,0.241449,0.289291,0.039738,0.955471,0.110095,0.733142,0.047019,0.518866,0.058248,0.990632,0.627458,0.502233,0.500369,0.060506,0.468666,0.20921,0.798276,false,0.430634,0.751684,0.384085,0.232544,0.657046,0.642829,0.647782,0.411985,0.873284,0.91479,0.010933,0.245008,0.873226,0.37275,0.433293,0.820093,0.975262,0.82071,0.580483,0.742175,0.662531,0.224258,0.018605,0.730653,0.71319,0.81167,0.09563,0.445369,0.873596,0.057115,0.619561,0.732852,0.53063,0.33835,0.049838,0.661871,0.898908,0.816173,0.681147,0.300353,0.954511,0.744042,0.217719,0.174992,0.718877,0.983652,0.211436,0.750358,0.524853,0.975876,0.068471,0.066092,c0
0.581469,0.796385,0.716909,0.878775,0.494811,0.211385,0.571721,0.269323,0.39943,0.841278,0.133689,0.697243,0.008084,0.638705,0.415282,0.909888,0.197123,0.892308,0.399219,0.947806,0.710701,0.878672,0.904378,0.726579,0.189029,0.102302,0.558906,0.321021,0.004232,0.787112,0.061849,0.129394,0.321924,0.912801,0.552277,0.553277,0.397446,0.6256,0.698883,0.693005,0.362778,0.295287,0.073165,0.829102,0.663454,0.838969,0.475798,false,0.864393,0.187042,0.148468,0.16425,0.759355,0.927847,0.222401,0.092672,0.590825,0.234939,0.329999,0.695341,0.715437,0.154516,0.037466,0.210181,0.234614,0.210431,0.64397,0.051834,0.950944,0.070354,0.93686,0.401791,0.507849,0.709025,0.692638,0.236123,0.723454,0.103164,0.069834,0.277039,0.939114,0.997525,0.552635,0.687528,0.668891,0.69265,0.773036,0.067574,0.958328,0.122323,0.364532,0.455968,0.639206,0.712333,0.981747,0.593467,0.101523,0.642011,0.75815,0.661097,c1
0.294762,0.166195,0.767906,0.071615,0.417589,0.597611,0.508157,0.662679,0.158441,0.398311,0.024415,0.817032,0.409014,0.583696,0.064488,0.617987,0.088525,0.30377,0.565295,0.137806,0.088647,0.033674,0.852103,0.352014,0.377359,0.279157,0.161193,0.974503,0.984529,0.082541,0.484633,0.716258,0.932845,0.90088,0.279793,0.084789,0.174809,0.620353,0.286435,0.861889,0.249794,0.569623,0.550646,0.824072,0.68478,0.399724,0.767586,false,0.128156,0.609203,0.223962,0.822928,0.828076,0.310619,0.94635,0.296122,0.34518,0.558119,0.142891,0.112095,0.324039,0.185725,0.663655,0.910619,0.738516,0.642065,0.99882,0.495826,0.273317,0.749683,0.284099,0.217691,0.407298,0.6657,0.889225,0.224367,0.323697,0.575458,0.428028,0.271807,0.988247,0.811943,0.447604,0.266359,0.608225,0.161135,0.629207,0.611539,0.213803,0.087088,0.065025,0.731929,0.287622,0.490418,0.062623,0.855168,0.20935,0.400005,0.972819,0.247257,c1
0.779056,0.690111,0.736955,0.616907,0.23653,0.513727,0.205946,0.331408,0.003277,0.647871,0.79622,0.419532,0.839708,0.357679,0.716571,0.076199,0.232151,0.703499,0.825162,0.529186,0.602591,0.438864,0.15738,0.679886,0.36864,0.77707,0.302878,0.888143,0.972063,0.340249,0.104166,0.635455,0.741234,0.547167,0.599238,0.57132,0.856237,0.544667,0.737212,0.624297,0.74489,0.542504,0.158626,0.442311,0.95378,0.07249,0.251011,false,0.910495,0.26023,0.765518,0.934724,0.021521,0.671372,0.51185,0.325365,0.234883,0.674176,0.036447,0.134608,0.537392,0.54633,0.732783,0.02645,0.853454,0.746345,0.532879,0.589742,0.465722,0.868459,0.185538,0.776061,0.387404,0.804913,0.139528,0.521583,0.081919,0.550542,0.218878,0.345821,0.547609,0.902035,0.602644,0.365631,0.063567,0.027861,0.102949,0.214603,0.827201,0.514714,0.372806,0.816018,0.304979,0.032468,0.469152,0.821756,0.364854,0.202049,0.146755,0.800081,c1
0.162224,0.599209,0.365062,0.931977,0.310809,0.082114,0.752784,0.058713,0.085673,0.791779,0.193933,0.412583,0.277694,0.241753,0.274239,0.258265,0.847081,0.887096,0.058316,0.973996,0.708137,0.442596,0.555636,0.809794,0.818253,0.006259,0.27732,0.674186,0.24123,0.736543,0.48595,0.821416,0.008305,0.430389,0.097051,0.237889,0.409856,0.854024,0.703587,0.859568,0.816572,0.089624,0.863759,0.491354,0.250929,0.478304,0.617589,false,0.708179,0.963555,0.179223,0.463418,0.660557,0.769111,0.88958,0.458891,0.269314,0.381373,0.807906,0.953673,0.576178,0.748888,0.771013,0.886065,0.349228,0.460031,0.355409,0.61853,0.31769,0.414916,0.94022,0.569083,0.246006,0.16867,0.987765,0.875936,0.669609,0.69063,0.733821,0.900999,0.143119,0.757621,0.711084,0.179541,0.536288,0.579373,0.917002,0.631366,0.253813,0.540251,0.981111,0.463094,0.252222,0.133893,0.387217,0.211654,0.380345,0.265923,0.662187,0.805844,c0
0.879476,0.104853,0.455817,0.355833,0.845111,0.572375,0.605194,0.619733,0.074271,0.381643,0.602164,0.741871,0.00069,0.255785,0.363963,0.909158,0.354747,0.588759,0.844744,0.029954,0.77584,0.346795,0.819723,0.404086,0.851947,0.451059,0.123813,0.623192,0.964475,0.230802,0.733088,0.617302,0.87604,0.791143,0.340118,0.846604,0.214648,0.300764,0.493133,0.126571,0.879831,0.27217,0.944209,0.470156,0.924588,0.880832,0.583078,true,0.651576,0.249365,0.220883,0.751633,0.502801,0.409071,0.532129,0.592868,0.819134,0.343525,0.66329,0.425134,0.699289,0.117553,0.372976,0.484224,0.997497,0.599778,0.081227,0.31096,0.96489,0.698114,0.874518,0.991519,0.161716,0.344897,0.338159,0.472687,0.045804,0.692043,0.069316,0.676559,0.077271,0.106443,0.861493,0.097199,0.270305,0.591995,0.845317,0.926063,0.86989,0.207012,0.320636,0.52346,0.234693,0.894401,0.621382,0.230103,0.066885,0.896881,0.117375,0.095818,c0
