%
% Commandline
%
% weka.datagenerators.classifiers.classification.RDG1 -r weka.datagenerators.classifiers.classification.RDG1-S_18_-n_400_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10 -S 18 -n 400 -a 100 -c 2 -N 100 -I 0 -M 1 -R 10
%
@relation weka.datagenerators.classifiers.classification.RDG1-S_18_-n_400_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {c0,c1}

@data
0.429685,0.13621,0.561528,0.872094,0.023994,0.457079,0.518554,0.350038,0.144372,0.966665,0.153374,0.406305,0.791504,0.960625,0.588544,0.660247,0.148602,0.16883,0.748529,0.420258,0.654462,0.147307,0.065154,0.393852,0.548281,0.902412,0.081582,0.980207,0.689239,0.766301,0.785664,0.336616,0.829835,0.520333,0.645105,0.778435,0.679186,0.771778,0.739736,0.971563,0.030974,0.629294,0.090288,0.807108,0.950466,0.793894,0.268419,0.809855,0.515993,0.28467,0.639341,0.425271,0.892502,0.152332,0.136246,0.554243,0.57829,0.698664,0.294838,0.260361,0.510723,0.916279,0.386613,0.661508,0.342754,0.090598,0.881159,0.635671,0.609253,0.764767,0.140565,0.120291,0.690662,0.55827,0.203166,0.465155,0.451192,0.651269,0.749164,0.510728,0.179769,0.09927,0.857301,0.806993,0.994166,0.526464,0.959592,0.66229,0.182221,0.16117,0.480231,0.517299,0.048778,0.623071,0.005138,0.476226,0.712965,0.349482,0.470217,0.695415,c1
0.957636,0.056671,0.779235,0.729038,0.671305,0.172309,0.466356,0.862155,0.6426,0.7464,0.503694,0.923367,0.468259,0.950574,0.120855,0.062444,0.117914,0.909447,0.551304,0.502722,0.262376,0.272749,0.949481,0.333731,0.816876,0.633244,0.332934,0.996433,0.276673,0.622986,0.295367,0.231592,0.329699,0.279257,0.409317,0.911256,0.919338,0.061551,0.691308,0.353935,0.400225,0.722293,0.237655,0.436029,0.680864,0.086475,0.155713,0.055199,0.279143,0.679223,0.213205,0.275772,0.030268,0.055321,0.207369,0.791973,0.781372,0.631019,0.916012,0.181661,0.783049,0.795982,0.634173,0.791418,0.645258,0.092036,0.722927,0.993265,0.663547,0.285406,0.300986,0.983919,0.041256,0.230413,0.195086,0.259455,0.034348,0.525162,0.531768,0.391357,0.327728,0.093524,0.900991,0.754399,0.015404,0.992751,0.851147,0.412425,0.401548,0.942377,0.585358,0.455041,0.465521,0.297565,0.120584,0.696372,0.24113,0.448867,0.843882,0.79647,c1
0.259315,0.33515,0.341965,0.073187,0.527654,0.033996,0.340648,0.816258,0.833906,0.811942,0.11917,0.734458,0.836534,0.423217,0.566096,0.399206,0.562059,0.351028,0.501062,0.625639,0.604419,0.782263,0.456846,0.38162,0.806233,0.856442,0.309812,0.614423,0.577019,0.423306,0.449438,0.722199,0.520054,0.286626,0.709847,0.781069,0.837354,0.186204,0.599764,0.053775,0.06142,0.575727,0.462013,0.752072,0.022697,0.591024,0.069685,0.502604,0.603319,0.471458,0.823299,0.474801,0.750564,0.096591,0.151783,0.669336,0.427528,0.230929,0.939795,0.437031,0.663904,0.531457,0.804929,0.900578,0.636331,0.365859,0.830522,0.585267,0.755643,0.013702,0.9233,0.229952,0.067437,0.878565,0.309804,0.445754,0.882751,0.925969,0.811516,0.617551,0.447225,0.680152,0.445838,0.202108,0.629971,0.76215,0.58855,0.366703,0.067501,0.132286,0.403104,0.733443,0.933379,0.912112,0.493066,0.846948,0.520901,0.903981,0.766291,0.866924,c1
0.123925,0.700882,0.312836,0.902137,0.280107,0.584785,0.693383,0.348635,0.301116,0.248699,0.410908,0.572553,0.156036,0.74579,0.495557,0.286683,0.196992,0.968323,0.07116,0.00997,0.920143,0.389856,0.491565,0.070435,0.940551,0.76603,0.135915,0.71454,0.626008,0.982465,0.234248,0.019791,0.382789,0.262679,0.158264,0.47244,0.415366,0.504612,0.456826,0.268414,0.892501,0.601271,0.541749,0.623152,0.843715,0.21913,0.336645,0.634807,0.782994,0.657398,0.390078,0.535319,0.010686,0.091864,0.924015,0.485156,0.779896,0.718995,0.039509,0.420045,0.030309,0.059099,0.833813,0.841829,0.190175,0.95179,0.496572,0.860582,0.626346,0.582645,0.547486,0.241464,0.682566,0.216876,0.253786,0.687279,0.887836,0.183985,0.923139,0.096521,0.839531,0.056793,0.206015,0.076725,0.470018,0.8989,0.761332,0.564226,0.890928,0.916539,0.64013,0.003971,0.775779,0.843964,0.524271,0.176809,0.289537,0.915908,0.520638,0.42675,c1
0.902795,0.33633,0.556028,0.736931,0.038592,0.739568,0.543913,0.830603,0.391506,0.258198,0.401461,0.232226,0.931498,0.461281,0.68371,0.013799,0.059097,0.607389,0.071479,0.772843,0.11386,0.36867,0.200605,0.240986,0.45463,0.42541,0.352317,0.805914,0.628005,0.104945,0.338014,0.144446,0.720484,0.54444,0.506473,0.110835,0.85014,0.69399,0.177459,0.001883,0.89527,0.84462,0.96296,0.329286,0.980302,0.265218,0.375728,0.269646,0.943365,0.96307,0.844542,0.033877,0.995266,0.544595,0.756591,0.500281,0.046223,0.646033,0.429589,0.589341,0.724555,0.428257,0.97972,0.023339,0.940628,0.185552,0.896231,0.310175,0.959718,0.205099,0.75948,0.018325,0.339035,0.632086,0.946449,0.668633,0.757027,0.244769,0.35624,0.858711,0.717162,0.724474,0.157769,0.556977,0.343752,0.217453,0.312864,0.85591,0.003985,0.728651,0.160209,0.857903,0.288166,0.161874,0.659029,0.782115,0.959296,0.626519,0.986147,0.827026,c1
0.843441,0.967893,0.056046,0.800924,0.273974,0.346391,0.190745,0.041361,0.625591,0.090135,0.60482,0.684637,0.678138,0.976399,0.590609,0.917672,0.035613,0.559036,0.28961,0.44715,0.592318,0.15228,0.718325,0.054628,0.085989,0.605726,0.280259,0.771333,0.106824,0.060951,0.340536,0.902644,0.541701,0.46714,0.565533,0.859823,0.324448,0.751269,0.637208,0.515334,0.535917,0.187779,0.640227,0.588111,0.351671,0.693386,0.889751,0.386471,0.0705,0.484518,0.218714,0.088848,0.473519,0.778114,0.775643,0.626366,0.061509,0.990867,0.197562,0.146273,0.297235,0.197691,0.61722,0.981566,0.839826,0.447103,0.339905,0.029663,0.899917,0.899364,0.182279,0.451784,0.267092,0.652655,0.4042,0.644717,0.265279,0.553196,0.884164,0.507964,0.877085,0.24718,0.690046,0.131775,0.544688,0.225497,0.478975,0.165383,0.702709,0.636704,0.223709,0.289787,0.927645,0.199289,0.607573,0.415712,0.698747,0.631263,0.056011,0.454933,c1
0.156853,0.633216,0.780022,0.771916,0.920538,0.61043,0.395242,0.712789,0.973033,0.00029,0.650134,0.929925,0.868724,0.283138,0.547755,0.572975,0.024647,0.497902,0.677771,0.800971,0.660235,0.358221,0.888885,0.485154,0.027683,0.870482,0.526556,0.418488,0.93566,0.692053,0.336871,0.825321,0.210655,0.336225,0.79466,0.473505,0.663166,0.729713,0.052415,0.231263,0.329972,0.559298,0.926306,0.482416,0.24912,0.306072,0.336553,0.416121,0.790853,0.858907,0.40166,0.84104,0.615559,0.123211,0.949472,0.838928,0.658905,0.096666,0.552755,0.268883,0.154691,0.470579,0.322963,0.861068,0.597563,0.933641,0.603114,0.397502,0.72055,0.004283,0.389124,0.267526,0.01652,0.398503,0.77872,0.506883,0.067988,0.651945,0.998007,0.28186,0.966308,0.958172,0.587991,0.66373,0.399145,0.959496,0.146845,0.453792,0.564202,0.532377,0.618423,0.765576,0.927562,0.446346,0.493515,0.04832,0.986575,0.143529,0.447544,0.244632,c1
0.620084,0.785314,0.876905,0.815268,0.312894,0.143314,0.515851,0.435262,0.526721,0.873738,0.816829,0.268172,0.756481,0.207416,0.059372,0.859003,0.35861,0.112156,0.216154,0.851407,0.067221,0.539768,0.44952,0.931035,0.224251,0.45699,0.737794,0.624475,0.141355,0.977754,0.537889,0.841997,0.68415,0.063602,0.579221,0.342336,0.123522,0.939744,0.853651,0.619077,0.53405,0.586171,0.617161,0.060714,0.536213,0.40639,0.751205,0.620253,0.976892,0.450759,0.145118,0.645268,0.221778,0.37708,0.855747,0.965618,0.09366,0.667998,0.676392,0.81354,0.132151,0.492951,0.404402,0.65968,0.77328,0.001789,0.535245,0.588583,0.251458,0.767883,0.330582,0.408545,0.511712,0.560433,0.208869,0.293178,0.186638,0.61886,0.189229,0.385899,0.740408,0.126582,0.682811,0.463551,0.211266,0.637123,0.27059,0.451676,0.594276,0.79244,0.232518,0.31148,0.797712,0.791507,0.500192,0.57734,0.279321,0.716595,0.39365,0.613722,c0
0.766598,0.714298,0.892223,0.042036,0.738006,0.08899,0.025388,0.760422,0.357091,0.531271,0.155948,0.680238,0.009492,0.747107,0.522973,0.280431,0.105997,0.522755,0.873681,0.649284,0.572164,0.737491,0.071071,0.019332,0.073488,0.639763,0.739014,0.116245,0.500095,0.730315,0.469239,0.966517,0.118689,0.893663,0.889077,0.622206,0.714546,0.998408,0.194485,0.855768,0.992626,0.047241,0.589783,0.25394,0.484413,0.099072,0.443716,0.296916,0.215892,0.608568,0.870836,0.947472,0.432096,0.532527,0.87791,0.994481,0.744956,0.5378,0.176917,0.8962,0.173721,0.91213,0.259418,0.150939,0.68101,0.327106,0.351449,0.286226,0.972591,0.431528,0.423792,0.402274,0.525267,0.363845,0.519351,0.831551,0.034803,0.663911,0.277566,0.883484,0.734607,0.737175,0.685181,0.83179,0.325909,0.978507,0.763366,0.271672,0.581491,0.898226,0.113085,0.72507,0.037546,0.109483,0.983792,0.90441,0.572033,0.834019,0.804941,0.358759,c1
0.08294,0.662411,0.92544,0.321003,0.926155,0.665268,0.643128,0.450686,0.250179,0.593448,0.4745,0.824324,0.87371,0.828221,0.014302,0.963513,0.892167,0.946385,0.665325,0.910883,0.770498,0.250718,0.9806,0.364899,0.282177,0.382737,0.353375,0.666764,0.288071,0.182592,0.31468,0.996135,0.013888,0.290011,0.753938,0.47711,0.181236,0.590593,0.964987,0.021891,0.074824,0.503313,0.538059,0.646796,0.387159,0.277979,0.767671,0.683729,0.472107,0.925467,0.427042,0.779958,0.459988,0.138934,0.471554,0.830055,0.539418,0.580773,0.476977,0.016019,0.59488,0.207971,0.392543,0.945146,0.304076,0.887588,0.494656,0.469886,0.745361,0.414469,0.263917,0.149926,0.543148,0.184864,0.27632,0.473965,0.58791,0.202512,0.098878,0.897126,0.407489,0.797825,0.610616,0.469646,0.337681,0.426178,0.131769,0.333516,0.742618,0.177902,0.237187,0.645921,0.669263,0.180427,0.154384,0.551829,0.485343,0.902125,0.202294,0.672798,c1
0.246391,0.477769,0.813758,0.20506,0.765032,0.567095,0.302879,0.127142,0.614511,0.930841,0.687849,0.205786,0.588446,0.862707,0.560471,0.458637,0.460102,0.85106,0.205529,0.483163,0.23703,0.360779,0.91635,0.593483,0.490666,0.423519,0.727262,0.020255,0.755581,0.803744,0.589365,0.523521,0.439296,0.86826,0.352918,0.644358,0.161184,0.928552,0.78782,0.478424,0.947711,0.748102,0.273081,0.292972,0.251336,0.110957,0.716825,0.528606,0.33169,0.833166,0.730302,0.728067,0.140153,0.36532,0.072536,0.716519,0.482788,0.182256,0.906666,0.921323,0.901579,0.485112,0.464667,0.063987,0.410255,0.351261,0.304107,0.58297,0.948488,0.359248,0.458697,0.053231,0.177054,0.88872,0.433861,0.556913,0.026597,0.749424,0.179176,0.429248,0.233893,0.528718,0.881471,0.054778,0.952094,0.063614,0.665527,0.42119,0.405175,0.741265,0.06374,0.951545,0.471884,0.910865,0.421762,0.730415,0.030764,0.550312,0.244062,0.615418,c1
0.875356,0.472575,0.851511,0.882847,0.017489,0.779563,0.622499,0.994601,0.236593,0.975382,0.51977,0.793318,0.804275,0.136239,0.567056,0.933615,0.41591,0.800836,0.432784,0.639539,0.494823,0.792951,0.302515,0.941836,0.199642,0.017015,0.777451,0.393356,0.661728,0.377836,0.62327,0.886889,0.207081,0.367222,0.81168,0.606958,0.575963,0.533114,0.446551,0.335573,0.443471,0.000935,0.847083,0.301672,0.865614,0.452217,0.272445,0.514954,0.627967,0.482164,0.51543,0.057029,0.857783,0.055663,0.867128,0.116304,0.675461,0.860367,0.760254,0.64773,0.107572,0.715804,0.735699,0.414522,0.961187,0.839084,0.245025,0.826191,0.86803,0.690629,0.201044,0.425704,0.247008,0.327441,0.119296,0.098304,0.505002,0.676771,0.155118,0.075518,0.398285,0.90969,0.334225,0.590086,0.110761,0.141858,0.799056,0.601039,0.270252,0.017932,0.948881,0.352865,0.820335,0.346395,0.938522,0.658695,0.392783,0.843178,0.118737,0.704654,c1
0.584447,0.215308,0.650709,0.860994,0.332465,0.269918,0.707768,0.455384,0.402954,0.46931,0.389373,0.714665,0.860897,0.369337,0.715539,0.113635,0.272718,0.676264,0.844336,0.182898,0.308089,0.236341,0.960712,0.422534,0.353779,0.132668,0.121846,0.34432,0.729909,0.20556,0.712363,0.822474,0.107778,0.735449,0.0622,0.871359,0.768439,0.731466,0.210521,0.688301,0.412502,0.254205,0.761054,0.300678,0.334192,0.46777,0.267336,0.438639,0.906471,0.664047,0.610799,0.318302,0.489055,0.331261,0.390277,0.865,0.067482,0.449218,0.428433,0.532123,0.158894,0.585236,0.118775,0.278337,0.778998,0.037624,0.486326,0.454419,0.554713,0.227672,0.515708,0.320699,0.388297,0.776444,0.512277,0.667055,0.431275,0.219312,0.005141,0.539641,0.510299,0.10897,0.975287,0.392018,0.562095,0.336807,0.997722,0.073048,0.080947,0.862845,0.223434,0.939943,0.059705,0.686074,0.995148,0.042026,0.414087,0.809833,0.290273,0.759286,c1
